StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,female,age,educ,party,party_4_TEXT,interest_politics,interest_voted_2020,interest_news,attention_news,pre_pos_nuc,pre_pos_ss,pre_pos_health,pre_pos_cap,pre_pos_tax,pre_pos_teach,pre_underst_nuc,pre_underst_ss,pre_underst_health,pre_underst_cap,pre_underst_tax,pre_underst_teach,reasons_text_health,post_underst_health,post_pos_health,reasons_text_ss,post_underst_ss,post_pos_ss,reasons_text_nuc,post_underst_nuc,post_pos_nuc,reasons_text_teach,post_underst_teach,post_pos_teach,reasons_text_cap,post_underst_cap,post_pos_cap,reasons_text_tax,post_underst_tax,post_pos_tax,expl_text_health,post_underst_health,post_pos_health,expl_text_ss,post_underst_ss,post_pos_ss,expl_text_nuc,post_underst_nuc,post_pos_nuc,expl_text_teach,post_underst_teach,post_pos_teach,expl_text_cap,post_underst_cap,post_pos_cap,expl_text_tax,post_underst_tax,post_pos_tax,issue_ideology_nuc,issue_ideology_ss,issue_ideology_health,issue_ideology_cap,issue_ideology_tax,issue_ideology_teach,attention_ideology,attention_birth_year,mturk_id,MTurkCode,condition_expl
2024-08-14 06:29:54,2024-08-14 06:29:54,Survey Test,,100,0,True,2024-08-14 06:29:55,R_23LT1qtUW0EdWg6,,,,,,,test,,Female,Natoque wisi sit commodo magnis ut vivamus! Felis pede nibh massa quis.,e.Bachelor's degree,e.Other (Please Specify),"Vehicula eros ultricies a, nec. Tortor fringilla dolor accumsan id. Commodo porta convallis dolorem.",Far more than average,e.Don't remember,More than 3 times per week,"New York Times website,Huffington Post,Washington Post website,CNN.com,FoxNews.com,MSNBC.com,The Drudge Report,Google News,ABC News website,CBS News website,NBC News website,National Public Radio (NPR) website,New York Post Online,None of these websites",Somewhat in favor,Strongly in favor,Strongly in favor,Strongly in favor,Somewhat in favor,Neither in favor nor against,5,3,5,6,2,6,,,,,,,"Mattis mauris. Volutpat? Turpis in, augue arcu, et venenatis aenean.",2,Somewhat in favor,Nunc magna natoque amet posuere! Egestas aenean eleifend culpa accusamus in sollicitudin vivamus.,2,Strongly in favor,,,,,,,,,,,,,,,,,,,,,,,,,Liberal,Conservative,Liberal,Very Liberal,Neither Liberal Nor Conservative,Very Liberal,Conservative,1469792611,Sit laoreet eget quam duis sodales lorem pharetra sem ridiculus et ut at convallis sit.,,0
2024-08-14 06:29:55,2024-08-14 06:29:55,Survey Test,,100,0,True,2024-08-14 06:29:55,R_6nFk7IAxktoQii2,,,,,,,test,,Female,"Luctus augue, ligula. Porta. Euismod? Maecenas metus ultrices curabitur rhoncus.","b.High school graduate, or equivalent",e.Other (Please Specify),In mi? Dictumst ligula vitae culpa accusamus egestas nibh proin curabitur sem auctor natoque.,Far less than average,e.Don't remember,More than 3 times per week,"MSNBC.com,ABC News website,NBC News website,The Associated Press (AP) website",Somewhat against,Somewhat in favor,Strongly against,Strongly against,Somewhat in favor,Somewhat against,2,5,3,1 - Vague understanding,1 - Vague understanding,2,Erat ipsum cras. Fermentum sapien urna mi vitae felis elementum nulla pellentesque porta eleifend.,2,In favor,Risus viverra viverra ultrices faucibus purus risus felis? Augue lacus at ac tellus ridiculus.,2,Strongly in favor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Conservative,Neither Liberal Nor Conservative,Somewhat Liberal,Somewhat Liberal,Neither Liberal Nor Conservative,Very Conservative,Very Conservative,338555230,"Eget enim ultricies iaculis venenatis dictumst, lorem sodales sapien arcu urna praesent ante faucibus.",,0
2024-08-14 06:29:55,2024-08-14 06:29:56,Survey Test,,100,1,True,2024-08-14 06:29:56,R_9mcE0mJKhNA909w,,,,,,,test,,Male,Sit. Etiam pharetra sagittis cursus ultrices fusce mauris primis potenti molestie.,e.Doctoral degree,b.Republican,,Average,c.Yes,1-3 times per week,"Washington Post website,ABC News website,Yahoo! News,None of these websites",Strongly against,Against,In favor,Somewhat against,Strongly in favor,Strongly in favor,2,2,1 - Vague understanding,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dignissim dictumst tempus magna ac dictumst ante euismod vel vehicula praesent elementum. Massa.,1 - Vague understanding,Strongly in favor,Lectus scelerisque sagittis rhoncus amet ultricies gravida suscipit lectus in non metus erat egestas. Tempor.,Vague understanding,Neither in favor nor against,Conservative,Neither Liberal Nor Conservative,Very Liberal,Very Liberal,Very Conservative,Neither Liberal Nor Conservative,Very Conservative,1241392378,Aenean pretium accusamus neque donec! Nibh eleifend culpa! Imperdiet ut tempor elit orci.,,1
2024-08-14 06:29:56,2024-08-14 06:29:57,Survey Test,,100,1,True,2024-08-14 06:29:57,R_bjx9iXOBnkQCNIG,,,,,,,test,,Female,Ridiculus porta auctor euismod facilisi euismod est luctus ipsum faucibus imperdiet tellus consectetuer turpis rhoncus.,e.Doctoral degree,a.Democrat,,Somewhat less than average,"b.No, because I was not eligible to vote (e.g., not a USA citizen or other reasons)",More than 3 times per week,"New York Times website,Washington Post website,FoxNews.com,Google News,ABC News website,CBS News website,Reuters website,New York Post Online",In favor,Strongly in favor,Against,Neither in favor nor against,Somewhat against,In favor,7 - Thorough understanding,4,7 - Thorough understanding,4,7 - Thorough understanding,3,,,,,,,,,,,,,Vitae! Ultrices! Morbi dolorem tempus luctus magna vel? Ligula justo.,3,Neither in favor nor against,Eu urna ante enim turpis sagittis? Cursus? Duis orci? Accumsan ultrices primis etiam tortor lectus.,6,Against,,,,,,,,,,,,,,,,,,,Very Liberal,Neither Liberal Nor Conservative,Liberal,Liberal,Somewhat Liberal,Somewhat Liberal,Conservative,1124880251,Vestibulum rutrum aliquam eros convallis volutpat sapien volutpat ridiculus. Vehicula.,,0
2024-08-14 06:29:57,2024-08-14 06:29:57,Survey Test,,100,0,True,2024-08-14 06:29:57,R_8df7W9D3nWTKMQe,,,,,,,test,,Male,Elementum ipsum ac velit mauris natoque tortor tellus accusamus tempora tempor ut. Aliquet rhoncus.,"a.Some high school, no diploma",a.Democrat,,Average,c.Yes,Less than once per week,"New York Times website,Huffington Post,FoxNews.com,Google News,ABC News website,CBS News website,New York Post Online",Somewhat in favor,Strongly against,In favor,Against,Against,Strongly in favor,5,2,1 - Vague understanding,2,5,6,,,,,,,"Fringilla, gravida. Velit egestas facilisi quam! Aliquet. Cursus! Ipsum maecenas.",3,Neither in favor nor against,"Vivamus, bibendum erat vestibulum iaculis porta, vestibulum vestibulum convallis, nonummy sodales, turpis amet.",5,Strongly in favor,,,,,,,,,,,,,,,,,,,,,,,,,Very Conservative,Very Liberal,Somewhat Liberal,Somewhat Liberal,Liberal,Very Liberal,Liberal,341580723,Dolor id ridiculus sollicitudin? Donec posuere vestibulum vestibulum sodales arcu non per.,,0
2024-08-14 06:29:58,2024-08-14 06:29:58,Survey Test,,100,0,True,2024-08-14 06:29:58,R_6XL3ChvJzUwyfJk,,,,,,,test,,Female,Augue! Venenatis euismod orci imperdiet aliquet. Ullamcorper sagittis praesent dolor.,"a.Some high school, no diploma",a.Democrat,,Somewhat more than average,e.Don't remember,1-3 times per week,"New York Times website,Huffington Post,Washington Post website,FoxNews.com,MSNBC.com,ABC News website,Reuters website,National Public Radio (NPR) website,USA Today website",Strongly in favor,Against,Strongly in favor,Somewhat in favor,In favor,Strongly in favor,2,1 - Vague understanding,1 - Vague understanding,6,3,1 - Vague understanding,Maecenas etiam! Aliquam cursus vehicula vel urna auctor diam consectetuer! Erat platea? Fermentum posuere? Montes.,2,Neither in favor nor against,Lorem ut mi nunc platea wisi ridiculus justo? Etiam facilisis nunc lacus tincidunt.,1 - Vague understanding,Somewhat in favor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Liberal,Liberal,Neither Liberal Nor Conservative,Somewhat Liberal,Conservative,Very Liberal,Very Conservative,592047287,Pharetra integer. Commodo. Pede! Magnis lorem posuere massa temporibus per! Rutrum pretium facilisi faucibus interdum.,,0
2024-08-14 06:29:58,2024-08-14 06:29:59,Survey Test,,100,1,True,2024-08-14 06:29:59,R_5vgXNuDgU8kfh9I,,,,,,,test,,Female,"Temporibus maecenas mauris id est, imperdiet posuere orci lacus lorem sed cras.","b.High school graduate, or equivalent",e.Other (Please Specify),"A justo commodo enim, nonummy justo tortor aliquet egestas viverra ab fermentum ligula.",Average,"a.No, but I was eligible to vote",1-3 times per week,"New York Times website,Huffington Post,Washington Post website,CNN.com,MSNBC.com,Google News,ABC News website,CBS News website,NBC News website,Yahoo! News,The Associated Press (AP) website,National Public Radio (NPR) website,New York Post Online,None of these websites",Against,In favor,Against,Somewhat against,Somewhat in favor,Somewhat in favor,2,1 - Vague understanding,4,1 - Vague understanding,6,1 - Vague understanding,,,,,,,"Mattis tempus nonummy! Scelerisque rutrum, nunc bibendum morbi vestibulum magnis.",4,Strongly in favor,Risus! Accumsan blandit. Proin blandit cursus atque placerat per tempor! Accusamus venenatis.,2,Somewhat against,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Liberal,Somewhat Liberal,Very Liberal,Somewhat Liberal,Liberal,Somewhat Conservative,Somewhat Conservative,1724405455,"Risus molestie quam ullamcorper! Et, accusamus arcu ante nunc gravida, dapibus placerat quam sapien sit.",,0
2024-08-14 06:29:59,2024-08-14 06:30:00,Survey Test,,100,1,True,2024-08-14 06:30:00,R_2bCdSY3nhvUZxuC,,,,,,,test,,Male,"Donec eget lorem aliquam, ut mauris, turpis erat facilisis. Cras tempus vehicula.",f.Master's degree,e.Other (Please Specify),"Eleifend maecenas. Risus, pretium platea dui. Nonummy integer! Vestibulum tortor erat, maecenas rutrum.",Average,"a.No, but I was eligible to vote",Less than once per week,"New York Times website,Huffington Post,CNN.com,FoxNews.com,MSNBC.com,The Drudge Report,Google News,ABC News website,CBS News website,NBC News website,Yahoo! News,The Associated Press (AP) website,Reuters website,National Public Radio (NPR) website,USA Today website,New York Post Online,None of these websites",Against,In favor,Strongly in favor,Strongly against,Neither in favor nor against,In favor,4,7 - Thorough understanding,1 - Vague understanding,7 - Thorough understanding,5,4,,,,,,,,,,,,,,,,,,,,,,,,,Dolorem erat faucibus venenatis. Ligula amet. Mattis morbi dignissim? In.,7 - Thorough understanding,Strongly against,Ligula. Sollicitudin montes interdum accusamus. Blandit volutpat platea? Metus. Ultricies diam dignissim facilisi.,5,Somewhat against,,,,,,,Conservative,Liberal,Neither Liberal Nor Conservative,Very Liberal,Neither Liberal Nor Conservative,Somewhat Liberal,Somewhat Conservative,2129636081,Velit faucibus? Temporibus! Dictumst felis pellentesque massa viverra enim aenean sagittis mi.,,1
2024-08-14 06:30:00,2024-08-14 06:30:00,Survey Test,,100,0,True,2024-08-14 06:30:00,R_42EAXjRgxwhtkzQ,,,,,,,test,,Male,"Imperdiet. Imperdiet neque! Sit justo proin potenti cras accusamus, suspendisse eleifend tincidunt.",e.Bachelor's degree,b.Republican,,Average,c.Yes,More than 3 times per week,"New York Times website,Huffington Post,CNN.com",Strongly in favor,Neither in favor nor against,In favor,Somewhat against,Somewhat in favor,Somewhat against,2,5,6,5,5,1 - Vague understanding,,,,,,,,,,,,,,,,,,,,,,,,,Eleifend. Enim id! Tincidunt mattis. Sodales convallis odio. Augue suscipit consectetuer posuere tincidunt! Metus diam.,2,Against,Accusamus diam dolorem porttitor placerat ab odio mauris. Natoque magna faucibus.,3,Somewhat in favor,,,,,,,Very Conservative,Neither Liberal Nor Conservative,Neither Liberal Nor Conservative,Liberal,Somewhat Liberal,Very Liberal,Neither Liberal Nor Conservative,1659241182,Molestie leo nunc erat fringilla facilisis pede? Ipsum viverra primis accumsan pharetra egestas erat.,,1
2024-08-14 06:30:01,2024-08-14 06:30:01,Survey Test,,100,0,True,2024-08-14 06:30:01,R_4VhZYDlw97raX78,,,,,,,test,,Male,Proin? Vivamus venenatis ultrices! Montes curabitur eleifend. Viverra rhoncus posuere interdum venenatis consequat eleifend lorem.,"a.Some high school, no diploma",b.Republican,,Somewhat more than average,"a.No, but I was eligible to vote",1-3 times per week,"Huffington Post,Washington Post website,CNN.com,FoxNews.com,The Drudge Report,Google News,ABC News website,Yahoo! News,The Associated Press (AP) website,USA Today website,New York Post Online",Strongly against,Somewhat against,Strongly against,Strongly against,Neither in favor nor against,Against,3,7 - Thorough understanding,3,1 - Vague understanding,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Molestie! Magnis consequat! Euismod sagittis! Morbi mi vel sollicitudin, arcu.",4,Against,Ridiculus purus primis praesent. Vestibulum at risus luctus et gravida ligula.,5,Neither in favor nor against,Somewhat Conservative,Conservative,Somewhat Conservative,Neither Liberal Nor Conservative,Very Liberal,Somewhat Liberal,Neither Liberal Nor Conservative,47505638,Facilisis wisi vel morbi eu fringilla vestibulum ullamcorper atque ligula vulputate lorem molestie.,,1
2024-08-14 06:30:01,2024-08-14 06:30:02,Survey Test,,100,1,True,2024-08-14 06:30:02,R_9Bvmqt78fY8ziuO,,,,,,,test,,Male,"Tellus at. Convallis, primis urna augue primis maecenas atque, amet molestie.",g.Professional degree,a.Democrat,,Somewhat less than average,e.Don't remember,Less than once per week,"ABC News website,CBS News website,Yahoo! News,Reuters website,National Public Radio (NPR) website,USA Today website,None of these websites",Strongly against,Against,Against,In favor,In favor,Strongly against,5,1 - Vague understanding,2,2,2,5,Neque nunc porta integer at? Fusce temporibus primis pretium suscipit est.,7 - Thorough understanding,Strongly in favor,"Curabitur rhoncus erat cras! Morbi erat facilisis diam mauris, augue fermentum urna eu dui elit.",7 - Thorough understanding,Neither in favor nor against,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,Very Conservative,Conservative,Very Conservative,Conservative,Neither Liberal Nor Conservative,Conservative,502619080,"Nonummy pede integer facilisi dui fringilla per fringilla. Facilisi? Cras justo quis, rhoncus sollicitudin elementum.",,0
2024-08-14 06:30:02,2024-08-14 06:30:03,Survey Test,,100,1,True,2024-08-14 06:30:03,R_3XlIDWpTK3NDmn4,,,,,,,test,,Male,Suscipit dictumst luctus proin. Magna! Turpis! Odio eget accusamus tellus purus venenatis velit morbi.,"b.High school graduate, or equivalent",b.Republican,,Somewhat less than average,"a.No, but I was eligible to vote",Less than once per week,"New York Times website,CNN.com,Google News,NBC News website,Yahoo! News,National Public Radio (NPR) website,New York Post Online",Somewhat in favor,Somewhat against,Strongly against,Against,Somewhat against,Strongly against,6,7 - Thorough understanding,3,7 - Thorough understanding,6,3,,,,,,,,,,,,,,,,,,,Vel volutpat molestie nunc suscipit quam non facilisis quam imperdiet erat dignissim aliquet.,3,Neither in favor nor against,"Est vulputate eros posuere! Egestas rutrum iaculis, mauris amet. Nec ut platea accusamus.",3,Somewhat against,,,,,,,,,,,,,Neither Liberal Nor Conservative,Very Liberal,Conservative,Very Conservative,Liberal,Very Liberal,Neither Liberal Nor Conservative,1113112395,"Fermentum pede. Facilisis etiam. Culpa egestas. Aenean imperdiet? Vulputate, justo at odio interdum enim imperdiet.",,1
2024-08-14 06:30:03,2024-08-14 06:30:03,Survey Test,,100,0,True,2024-08-14 06:30:04,R_8eTymIugcs3KoQK,,,,,,,test,,Male,"Id culpa. Natoque natoque, vulputate purus. Scelerisque? Felis non fringilla mi.","b.High school graduate, or equivalent",c.Independent,,Far more than average,"a.No, but I was eligible to vote",More than 3 times per week,National Public Radio (NPR) website,Somewhat against,Against,In favor,Against,Strongly against,Strongly against,3,7 - Thorough understanding,1 - Vague understanding,6,4,1 - Vague understanding,,,,,,,,,,,,,,,,,,,Porttitor suspendisse atque. Primis. Convallis lorem vitae wisi primis? Rhoncus! Id? Cursus potenti.,2,Against,Cras laoreet ipsum mauris. Convallis duis. Sed? Ipsum pellentesque commodo lacus culpa temporibus.,3,Neither in favor nor against,,,,,,,,,,,,,Conservative,Very Liberal,Liberal,Very Liberal,Conservative,Somewhat Conservative,Somewhat Conservative,684203186,Posuere in maecenas dolorem aliquet dignissim cursus tempor morbi. Pellentesque faucibus eu dolor.,,1
2024-08-14 06:30:04,2024-08-14 06:30:04,Survey Test,,100,0,True,2024-08-14 06:30:04,R_ah5tCKBQuMklZum,,,,,,,test,,Male,Pharetra mauris? Commodo blandit fringilla id id? Temporibus atque? Culpa.,f.Master's degree,e.Other (Please Specify),"Nec. Dignissim, odio sed vivamus. Amet. Scelerisque sollicitudin aenean elementum donec.",Far more than average,e.Don't remember,More than 3 times per week,"New York Times website,Huffington Post,FoxNews.com,MSNBC.com,The Drudge Report,Google News,ABC News website,CBS News website,NBC News website,Yahoo! News,The Associated Press (AP) website,Reuters website,National Public Radio (NPR) website,USA Today website,None of these websites",Neither in favor nor against,Neither in favor nor against,Against,Somewhat against,Somewhat against,Somewhat against,5,7 - Thorough understanding,4,6,6,7 - Thorough understanding,,,,,,,,,,,,,"Mattis eleifend tortor. Bibendum scelerisque, aliquam dolorem consectetuer! Sollicitudin vitae luctus egestas leo laoreet rutrum.",2,Neither in favor nor against,Integer elementum! Porta dolorem. Tincidunt platea integer cursus molestie purus mauris vitae nibh! Posuere sodales.,6,Somewhat in favor,,,,,,,,,,,,,,,,,,,Somewhat Liberal,Very Conservative,Liberal,Somewhat Conservative,Somewhat Liberal,Conservative,Very Liberal,1638272313,Faucibus ut consectetuer tempor at? Nunc blandit tempora ab justo vestibulum. Purus sagittis! Vehicula.,,0
2024-08-14 06:30:04,2024-08-14 06:30:05,Survey Test,,100,1,True,2024-08-14 06:30:05,R_e4zV5GgnRnUi7qK,,,,,,,test,,Female,"Sit! Bibendum dolor mi id felis? Phasellus gravida proin, per, per eget.",d.Associate's degree,a.Democrat,,Somewhat more than average,"b.No, because I was not eligible to vote (e.g., not a USA citizen or other reasons)",1-3 times per week,"Huffington Post,Washington Post website,FoxNews.com,The Drudge Report,Google News,Yahoo! News,The Associated Press (AP) website,New York Post Online",Somewhat against,Against,Somewhat against,Neither in favor nor against,Strongly in favor,In favor,4,6,3,2,7 - Thorough understanding,3,,,,,,,,,,,,,,,,,,,,,,,,,Integer magna faucibus posuere nibh egestas. Sodales fermentum tempus volutpat risus neque. Dignissim sapien phasellus.,3,Against,Ultrices! Donec molestie temporibus ab venenatis vestibulum quis sit felis per aenean.,4,Against,,,,,,,Liberal,Liberal,Liberal,Somewhat Conservative,Somewhat Liberal,Very Liberal,Somewhat Conservative,866176847,"Elementum morbi! In iaculis, odio elementum, faucibus! Felis, morbi per nullam fermentum nunc metus.",,1
2024-08-14 06:30:05,2024-08-14 06:30:06,Survey Test,,100,1,True,2024-08-14 06:30:06,R_eEECIYdxh28Tr70,,,,,,,test,,Male,Faucibus odio in tempora cras diam sit. Lectus primis sit convallis elit turpis justo aenean.,"b.High school graduate, or equivalent",b.Republican,,Somewhat more than average,e.Don't remember,More than 3 times per week,"New York Times website,Huffington Post,CNN.com,MSNBC.com,The Drudge Report,Reuters website,National Public Radio (NPR) website,New York Post Online",Somewhat in favor,Somewhat in favor,Against,In favor,Against,Strongly in favor,3,2,1 - Vague understanding,2,7 - Thorough understanding,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nec vestibulum lectus platea eros. Id interdum neque dolorem integer bibendum? Lacus odio.,3,Strongly in favor,"Posuere erat cras mauris, consectetuer erat interdum rutrum elementum nibh odio.",Thorough understanding,Against,Very Liberal,Very Conservative,Liberal,Somewhat Liberal,Very Liberal,Very Liberal,Somewhat Conservative,1658901676,"Duis aenean augue dapibus eget, sem amet augue suspendisse amet molestie eget.",,1
2024-08-14 06:30:06,2024-08-14 06:30:06,Survey Test,,100,0,True,2024-08-14 06:30:07,R_9yORkWxMz6uO1Bs,,,,,,,test,,Male,Tincidunt eleifend? Sollicitudin pharetra donec odio venenatis atque mauris. Felis vulputate suspendisse.,e.Bachelor's degree,b.Republican,,Far less than average,"a.No, but I was eligible to vote",Less than once per week,"New York Times website,Huffington Post,Washington Post website,MSNBC.com,The Drudge Report,NBC News website,Yahoo! News,The Associated Press (AP) website,Reuters website,None of these websites",Somewhat against,Neither in favor nor against,In favor,Neither in favor nor against,Neither in favor nor against,Against,5,1 - Vague understanding,3,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,Ligula aliquet nulla quis neque non rhoncus urna aenean platea dapibus.,6,Strongly in favor,"Cras quis luctus id dui, malesuada? Mattis dui purus leo. Vel! Imperdiet enim a gravida.",4,In favor,,,,,,,Liberal,Liberal,Conservative,Conservative,Somewhat Conservative,Conservative,Conservative,1638362740,"Fermentum ultrices aliquam nonummy velit rutrum eget ullamcorper, nec interdum pretium convallis elit.",,1
2024-08-14 06:30:07,2024-08-14 06:30:07,Survey Test,,100,0,True,2024-08-14 06:30:07,R_eQYEOUFF1yZMmpM,,,,,,,test,,Male,"A fermentum? Dictumst, pharetra? Nec porttitor per potenti? Eleifend. Id accumsan convallis. Amet.",f.Master's degree,c.Independent,,Far less than average,e.Don't remember,Less than once per week,"Huffington Post,MSNBC.com,Yahoo! News",In favor,Neither in favor nor against,In favor,Strongly against,In favor,Strongly against,5,2,1 - Vague understanding,4,2,3,"Sit commodo, at ipsum vestibulum potenti. Diam eu dui natoque purus lorem consequat a orci.",1 - Vague understanding,Against,"Sapien aliquam tempora malesuada, posuere id erat, viverra mauris. Arcu venenatis magna morbi. Facilisi pellentesque.",6,In favor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,Very Conservative,Neither Liberal Nor Conservative,Very Conservative,Somewhat Conservative,Neither Liberal Nor Conservative,Neither Liberal Nor Conservative,1753827899,Blandit enim nec. Purus. Urna tempora atque sem est cursus id odio luctus duis viverra.,,0
2024-08-14 06:30:07,2024-08-14 06:30:08,Survey Test,,100,1,True,2024-08-14 06:30:08,R_6yewU3At7Ji3cTY,,,,,,,test,,Male,Pretium tempus sollicitudin. Ligula! Facilisi accumsan volutpat luctus pede neque egestas risus.,e.Doctoral degree,a.Democrat,,Average,e.Don't remember,Less than once per week,"New York Times website,Huffington Post,CNN.com,CBS News website,The Associated Press (AP) website,National Public Radio (NPR) website",Against,In favor,In favor,Somewhat in favor,Against,In favor,1 - Vague understanding,2,3,5,3,2,,,,,,,Egestas lacus elementum. Accusamus malesuada. Sapien non ultrices. Odio felis? Justo temporibus phasellus.,2,In favor,Vulputate atque faucibus praesent interdum tincidunt. Imperdiet non ut est.,3,Somewhat in favor,,,,,,,,,,,,,,,,,,,,,,,,,Conservative,Very Conservative,Very Liberal,Somewhat Liberal,Very Conservative,Liberal,Very Conservative,2083156197,Egestas proin natoque augue erat ullamcorper pede enim? Luctus augue.,,0
2024-08-14 06:30:08,2024-08-14 06:30:09,Survey Test,,100,1,True,2024-08-14 06:30:09,R_8tUNl4QlL9FZLVk,,,,,,,test,,Male,Wisi consequat urna vitae nibh. At metus consectetuer facilisis molestie iaculis? Temporibus.,"b.High school graduate, or equivalent",e.Other (Please Specify),Posuere rutrum a lacus fringilla leo curabitur neque consectetuer massa.,Somewhat less than average,e.Don't remember,1-3 times per week,"Huffington Post,Washington Post website,CNN.com,MSNBC.com,The Drudge Report,Google News,ABC News website,CBS News website,NBC News website,Reuters website,National Public Radio (NPR) website,USA Today website,New York Post Online,None of these websites",Strongly against,Neither in favor nor against,Against,Somewhat in favor,Somewhat against,Somewhat in favor,7 - Thorough understanding,7 - Thorough understanding,5,2,5,6,,,,,,,,,,,,,Ac? Dui volutpat donec facilisis suspendisse sapien gravida ac elit dolorem eros.,3,Strongly against,Dolor. Eget convallis duis ipsum est praesent wisi. Ultricies platea mattis. Odio.,3,In favor,,,,,,,,,,,,,,,,,,,Liberal,Conservative,Somewhat Liberal,Very Conservative,Somewhat Conservative,Very Conservative,Conservative,291486618,Sit praesent diam. Rutrum ante dictumst. Phasellus a commodo lorem aenean. Nullam gravida ultrices porta.,,0
2024-08-14 06:30:09,2024-08-14 06:30:09,Survey Test,,100,0,True,2024-08-14 06:30:10,R_cO4CnpxUNYKwI4u,,,,,,,test,,Male,"Ut sapien at wisi magnis lacus, dolorem cursus laoreet, turpis? Temporibus. Blandit. Mi vivamus.",c.Some college,e.Other (Please Specify),Pellentesque et porta elementum. Luctus lectus! Interdum magna potenti viverra.,Somewhat less than average,"b.No, because I was not eligible to vote (e.g., not a USA citizen or other reasons)",1-3 times per week,"New York Times website,Huffington Post,MSNBC.com,CBS News website,The Associated Press (AP) website,Reuters website,National Public Radio (NPR) website",Neither in favor nor against,Against,Strongly in favor,Neither in favor nor against,Against,Neither in favor nor against,2,3,5,6,1 - Vague understanding,6,,,,,,,Est velit nunc dapibus integer venenatis ut massa. Gravida purus.,Vague understanding,Strongly in favor,Potenti nec sollicitudin cras lorem purus consectetuer cras sodales cursus facilisi venenatis ac fringilla.,Thorough understanding,In favor,,,,,,,,,,,,,,,,,,,,,,,,,Very Conservative,Conservative,Somewhat Liberal,Neither Liberal Nor Conservative,Somewhat Liberal,Conservative,Very Conservative,1261020182,"Purus nonummy. Enim malesuada. Ullamcorper dignissim accusamus vulputate quis platea nullam ultrices diam vivamus, pharetra.",,0
2024-08-14 06:30:10,2024-08-14 06:30:10,Survey Test,,100,0,True,2024-08-14 06:30:10,R_23vRhlD6w0AXdAi,,,,,,,test,,Female,Leo cras rhoncus suscipit molestie! Magnis fringilla lacus leo scelerisque.,d.Associate's degree,e.Other (Please Specify),Suscipit volutpat eros pellentesque tempus velit commodo? Arcu neque etiam eleifend.,Average,"b.No, because I was not eligible to vote (e.g., not a USA citizen or other reasons)",Less than once per week,"New York Times website,FoxNews.com,MSNBC.com,The Drudge Report,Google News,ABC News website,CBS News website,Yahoo! News,The Associated Press (AP) website,Reuters website",Strongly against,Neither in favor nor against,Somewhat in favor,Against,Strongly against,Against,2,1 - Vague understanding,6,6,2,6,,,,,,,,,,,,,Temporibus gravida vel primis! Primis diam sodales. Quam accusamus ante culpa dui. Integer sollicitudin.,7 - Thorough understanding,Somewhat against,"Praesent! Ultricies nec blandit rhoncus luctus orci, in erat euismod.",4,Neither in favor nor against,,,,,,,,,,,,,,,,,,,Liberal,Conservative,Somewhat Conservative,Very Liberal,Liberal,Liberal,Conservative,2133344366,"Temporibus purus sed gravida, aenean consequat vel cras felis vel diam quis.",,0
2024-08-14 06:30:11,2024-08-14 06:30:11,Survey Test,,100,0,True,2024-08-14 06:30:11,R_2n10ZZ8CHxEHRfE,,,,,,,test,,Male,Malesuada dolorem luctus consectetuer. Sagittis aenean aliquet tellus dui metus.,"b.High school graduate, or equivalent",e.Other (Please Specify),"Curabitur elementum velit dolor magnis, sem? Vivamus. Cursus tempus egestas porttitor placerat pretium.",Somewhat more than average,e.Don't remember,1-3 times per week,"New York Times website,Huffington Post,CNN.com,MSNBC.com,The Drudge Report,Google News,ABC News website,The Associated Press (AP) website,Reuters website,USA Today website,New York Post Online,None of these websites",In favor,Strongly against,Neither in favor nor against,In favor,Against,Somewhat against,7 - Thorough understanding,7 - Thorough understanding,1 - Vague understanding,7 - Thorough understanding,3,7 - Thorough understanding,,,,,,,,,,,,,,,,,,,Vulputate risus vehicula consequat aliquet laoreet eu ipsum risus vulputate wisi viverra. Wisi maecenas.,5,Against,Vehicula pede. Potenti velit montes proin dictumst eget arcu dui.,3,Strongly in favor,,,,,,,,,,,,,Very Liberal,Very Liberal,Somewhat Conservative,Neither Liberal Nor Conservative,Somewhat Liberal,Conservative,Very Conservative,773284125,Fusce platea ut atque sagittis ridiculus est. Elit dolor egestas! A suscipit in.,,1
